   OBS/CM-1     UNC/CM-1 JU  KU  U  JL  KL  L   Source
 250.723343 1.000000e-04 25  18  1  24  18  0 23CaDiFu.771
 251.230225 1.000000e-04 25  19  0  24  19  1 23CaDiFu.772
 251.311942 1.000000e-04 25  19  1  24  19  0 23CaDiFu.773
 251.848872 1.000000e-04 25  20  0  24  20  1 23CaDiFu.774
 251.947206 1.000000e-04 25  20  1  24  20  0 23CaDiFu.775
 252.513236 1.000000e-04 25  21  0  24  21  1 23CaDiFu.776
 252.632440 1.000000e-04 25  21  1  24  21  0 23CaDiFu.777
 253.225418 1.000000e-04 25  22  0  24  22  1 23CaDiFu.778
 253.371589 1.000000e-04 25  22  1  24  22  0 23CaDiFu.779
 253.988365 1.000000e-04 25  23  0  24  23  1 23CaDiFu.780
 254.169330 1.000000e-04 25  23  1  24  23  0 23CaDiFu.781
 254.804729 1.000000e-04 25  24  0  24  24  1 23CaDiFu.782
 255.031041 1.000000e-04 25  24  1  24  24  0 23CaDiFu.783
 255.259837 1.000000e-04 26   4  0  25   4  1 23CaDiFu.784
 255.273645 1.000000e-03 26   4  1  25   4  0 23CaDiFu.785
 255.381604 1.000000e-03 26   5  0  25   5  1 23CaDiFu.786
 255.396011 1.000000e-04 26   5  1  25   5  0 23CaDiFu.787
 255.531531 1.000000e-04 26   6  0  25   6  1 23CaDiFu.788
 255.546274 1.000000e-04 26   6  1  25   6  0 23CaDiFu.789
 255.709082 1.000000e-04 26   7  0  25   7  1 23CaDiFu.790
 255.725309 1.000000e-03 26   7  1  25   7  0 23CaDiFu.791
 255.915856 1.000000e-04 26   8  0  25   8  1 23CaDiFu.792
 255.932678 1.000000e-04 26   8  1  25   8  0 23CaDiFu.793
 256.151161 1.000000e-04 26   9  0  25   9  1 23CaDiFu.794
 256.169472 1.000000e-04 26   9  1  25   9  0 23CaDiFu.795
 256.416496 1.000000e-04 26  10  0  25  10  1 23CaDiFu.796
 256.436759 1.000000e-04 26  10  1  25  10  0 23CaDiFu.797
 256.713097 1.000000e-04 26  11  0  25  11  1 23CaDiFu.798
 256.735060 1.000000e-04 26  11  1  25  11  0 23CaDiFu.799
 257.041203 1.000000e-04 26  12  0  25  12  1 23CaDiFu.800
 257.065790 1.000000e-04 26  12  1  25  12  0 23CaDiFu.801
 257.401505 1.000000e-04 26  13  0  25  13  1 23CaDiFu.802
 257.429391 1.000000e-04 26  13  1  25  13  0 23CaDiFu.803
 257.795914 1.000000e-03 26  14  0  25  14  1 23CaDiFu.804
 257.827366 1.000000e-04 26  14  1  25  14  0 23CaDiFu.805
 258.225209 1.000000e-04 26  15  0  25  15  1 23CaDiFu.806
 258.261673 1.000000e-04 26  15  1  25  15  0 23CaDiFu.807
 258.690896 1.000000e-04 26  16  0  25  16  1 23CaDiFu.808
 258.733415 1.000000e-04 26  16  1  25  16  0 23CaDiFu.809
 259.244765 1.000000e-04 26  17  1  25  17  0 23CaDiFu.810
 259.195019 1.000000e-04 26  17  0  25  17  1 23CaDiFu.811
 259.797042 1.000000e-04 26  18  1  25  18  0 23CaDiFu.812
 259.738597 1.000000e-04 26  18  0  25  18  1 23CaDiFu.813
 260.393457 1.000000e-04 26  19  1  25  19  0 23CaDiFu.814
 260.323877 1.000000e-04 26  19  0  25  19  1 23CaDiFu.815
 261.036883 1.000000e-04 26  20  1  25  20  0 23CaDiFu.816
 260.953072 1.000000e-04 26  20  0  25  20  1 23CaDiFu.817
 261.730083 1.000000e-04 26  21  1  25  21  0 23CaDiFu.818
 261.628583 1.000000e-04 26  21  0  25  21  1 23CaDiFu.819
 262.477121 1.000000e-04 26  22  1  25  22  0 23CaDiFu.820
 262.353084 1.000000e-03 26  22  0  25  22  1 23CaDiFu.821
 263.282279 1.000000e-04 26  23  1  25  23  0 23CaDiFu.822
 263.128563 1.000000e-04 26  23  0  25  23  1 23CaDiFu.823
 264.150759 1.000000e-04 26  24  1  25  24  0 23CaDiFu.824
 263.958772 1.000000e-04 26  24  0  25  24  1 23CaDiFu.825
 265.088997 1.000000e-04 26  25  1  25  25  0 23CaDiFu.826
 264.846841 1.000000e-04 26  25  0  25  25  1 23CaDiFu.827
 265.083198 1.000000e-03 27   9  0  26   9  1 23CaDiFu.828
 265.098999 1.000000e-04 27   9  1  26   9  0 23CaDiFu.829
 265.353918 1.000000e-04 27  10  0  26  10  1 23CaDiFu.830
 265.370204 1.000000e-04 27  10  1  26  10  0 23CaDiFu.831
 265.655024 1.000000e-04 27  11  0  26  11  1 23CaDiFu.832
 265.673191 1.000000e-04 27  11  1  26  11  0 23CaDiFu.833
 265.988095 1.000000e-04 27  12  0  26  12  1 23CaDiFu.834
 266.008676 1.000000e-03 27  12  1  26  12  0 23CaDiFu.835
 266.354414 1.000000e-04 27  13  0  26  13  1 23CaDiFu.836
 266.378667 1.000000e-04 27  13  1  26  13  0 23CaDiFu.837
 266.755809 1.000000e-03 27  14  0  26  14  1 23CaDiFu.838
 266.782151 1.000000e-04 27  14  1  26  14  0 23CaDiFu.839
 267.190790 1.000000e-04 27  15  0  26  15  1 23CaDiFu.840
 267.222500 1.000000e-04 27  15  1  26  15  0 23CaDiFu.841
 267.664483 1.000000e-03 27  16  0  26  16  1 23CaDiFu.842
 267.700452 1.000000e-04 27  16  1  26  16  0 23CaDiFu.843
 268.176254 1.000000e-04 27  17  0  26  17  1 23CaDiFu.844
 268.217437 1.000000e-03 27  17  1  26  17  0 23CaDiFu.845
 268.728183 1.000000e-04 27  18  0  26  18  1 23CaDiFu.846
 268.777695 1.000000e-04 27  18  1  26  18  0 23CaDiFu.847
 269.322233 1.000000e-04 27  19  0  26  19  1 23CaDiFu.848
 269.381146 1.000000e-04 27  19  1  26  19  0 23CaDiFu.849
 269.960420 1.000000e-03 27  20  0  26  20  1 23CaDiFu.850
 270.031602 1.000000e-04 27  20  1  26  20  0 23CaDiFu.851
 270.646105 1.000000e-04 27  21  0  26  21  1 23CaDiFu.852
 270.731877 1.000000e-04 27  21  1  26  21  0 23CaDiFu.853
 271.380845 1.000000e-04 27  22  0  26  22  1 23CaDiFu.854
 271.485747 1.000000e-04 27  22  1  26  22  0 23CaDiFu.855
 272.167512 1.000000e-04 27  23  0  26  23  1 23CaDiFu.856
 272.297314 1.000000e-04 27  23  1  26  23  0 23CaDiFu.857
 273.009503 1.000000e-04 27  24  0  26  24  1 23CaDiFu.858
 273.171536 1.000000e-04 27  24  1  26  24  0 23CaDiFu.859
 273.910186 1.000000e-04 27  25  0  26  25  1 23CaDiFu.860
 274.114352 1.000000e-04 27  25  1  26  25  0 23CaDiFu.861
 274.873133 1.000000e-04 27  26  0  26  26  1 23CaDiFu.862
 275.132880 1.000000e-04 27  26  1  26  26  0 23CaDiFu.863
 274.862303 1.000000e-04 28  12  1  27  12  0 23CaDiFu.864
 274.844960 1.000000e-04 28  12  0  27  12  1 23CaDiFu.865
 275.234283 1.000000e-03 28  13  1  27  13  0 23CaDiFu.866
 275.217098 1.000000e-04 28  13  0  27  13  1 23CaDiFu.867
 275.645936 1.000000e-04 28  14  1  27  14  0 23CaDiFu.868
 275.623419 1.000000e-04 28  14  0  27  14  1 23CaDiFu.869
 276.091120 1.000000e-04 28  15  1  27  15  0 23CaDiFu.870
 276.575218 1.000000e-04 28  16  1  27  16  0 23CaDiFu.871
 277.097919 1.000000e-03 28  17  1  27  17  0 23CaDiFu.872
 277.664519 1.000000e-04 28  18  1  27  18  0 23CaDiFu.873
 277.622792 1.000000e-04 28  18  0  27  18  1 23CaDiFu.874
 278.274845 1.000000e-04 28  19  1  27  19  0 23CaDiFu.875
 278.224404 1.000000e-04 28  19  0  27  19  1 23CaDiFu.876
 278.930375 1.000000e-04 28  20  1  27  20  0 23CaDiFu.877
 278.871125 1.000000e-04 28  20  0  27  20  1 23CaDiFu.878
 279.637165 1.000000e-04 28  21  1  27  21  0 23CaDiFu.879
 279.564956 1.000000e-04 28  21  0  27  21  1 23CaDiFu.880
 280.396637 1.000000e-04 28  22  1  27  22  0 23CaDiFu.881
 280.308309 1.000000e-04 28  22  0  27  22  1 23CaDiFu.882
 281.213737 1.000000e-04 28  23  1  27  23  0 23CaDiFu.883
 281.105263 1.000000e-04 28  23  0  27  23  1 23CaDiFu.884
 281.956705 1.000000e-04 28  24  0  27  24  1 23CaDiFu.885
 282.092564 1.000000e-04 28  24  1  27  24  0 23CaDiFu.886
 282.867959 1.000000e-04 28  25  0  27  25  1 23CaDiFu.887
 283.039076 1.000000e-04 28  25  1  27  25  0 23CaDiFu.888
 283.842152 1.000000e-04 28  26  0  27  26  1 23CaDiFu.889
 284.059796 1.000000e-04 28  26  1  27  26  0 23CaDiFu.890
 284.883142 1.000000e-04 28  27  0  27  27  1 23CaDiFu.891
 285.162648 1.000000e-04 28  27  1  27  27  0 23CaDiFu.892
 288.444697 1.000000e-04 29  21  1  28  21  0 23CaDiFu.893
 288.384465 1.000000e-04 29  21  0  28  21  1 23CaDiFu.894
 290.031175 1.000000e-04 29  23  1  28  23  0 23CaDiFu.895
 289.940318 1.000000e-04 29  23  0  28  23  1 23CaDiFu.896
 290.800267 1.000000e-04 29  24  0  28  24  1 23CaDiFu.897
 290.913398 1.000000e-04 29  24  1  28  24  0 23CaDiFu.898
 291.720349 1.000000e-04 29  25  0  28  25  1 23CaDiFu.899
 291.862908 1.000000e-04 29  25  1  28  25  0 23CaDiFu.900
 292.703022 1.000000e-04 29  26  0  28  26  1 23CaDiFu.901
 292.885268 1.000000e-04 29  26  1  28  26  0 23CaDiFu.902
 293.986637 1.000000e-04 29  27  1  28  27  0 23CaDiFu.903
 293.753106 1.000000e-04 29  27  0  28  27  1 23CaDiFu.904
 294.876734 1.000000e-04 29  28  0  28  28  1 23CaDiFu.905
 295.177863 1.000000e-04 29  28  1  28  28  0 23CaDiFu.906
 301.607091 1.000000e-04 30  26  1  29  26  0 23CaDiFu.907
 302.706942 1.000000e-03 30  27  1  29  27  0 23CaDiFu.908
 302.515105 1.000000e-04 30  27  0  29  27  1 23CaDiFu.909
 303.644241 1.000000e-03 30  28  0  29  28  1 23CaDiFu.910
 303.895053 1.000000e-04 30  28  1  29  28  0 23CaDiFu.911
 304.852701 1.000000e-03 30  29  0  29  29  1 23CaDiFu.912
 305.178827 1.000000e-04 30  29  1  29  29  0 23CaDiFu.913
 314.811985 1.000000e-04 31  30  0  30  30  1 23CaDiFu.914
 315.165300 1.000000e-04 31  30  1  30  30  0 23CaDiFu.915
